customer_id,age,gender,age_group,purchase_amount_usd,customer_value_tier,previous_purchases,engagement_tier,value_engagement_segment,subscription_status,frequency_of_purchases,purchase_frequency_days,category,item_purchased,review_rating,discount_applied,shipping_type,payment_method,location,season
3034,22,Female,18-30 (Young Adult),56,Medium Value,9,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Clothing,Sweater,2.6,No,Store Pickup,PayPal,Alabama,Spring
3035,51,Female,46-60 (Middle-Aged),37,Low Value,25,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Footwear,Boots,3.5,No,2-Day Shipping,Credit Card,Utah,Spring
3036,69,Female,61-70 (Senior),64,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.5,No,Free Shipping,Cash,Kentucky,Spring
3037,50,Female,46-60 (Middle-Aged),58,Medium Value,7,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Hoodie,4.3,No,Next Day Air,Venmo,Vermont,Spring
3038,51,Female,46-60 (Middle-Aged),44,Medium Value,2,Low Engagement,Medium Value - Low Engagement,No,Annually,365,Accessories,Belt,4.8,No,Next Day Air,Cash,Iowa,Summer
3039,56,Female,46-60 (Middle-Aged),39,Low Value,36,High Engagement,Low Value - High Engagement,No,Annually,365,Accessories,Jewelry,4.2,No,Free Shipping,Debit Card,Georgia,Summer
3040,59,Female,46-60 (Middle-Aged),48,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Blouse,3.2,No,Next Day Air,PayPal,Alabama,Spring
3041,18,Female,18-30 (Young Adult),32,Low Value,10,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.1,No,Express,Cash,Nebraska,Fall
3042,48,Female,46-60 (Middle-Aged),79,High Value,27,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Accessories,Handbag,4.0,No,Express,PayPal,Rhode Island,Winter
3043,53,Female,46-60 (Middle-Aged),27,Low Value,14,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Outerwear,Coat,2.9,No,Next Day Air,PayPal,South Dakota,Winter
3044,45,Female,31-45 (Adult),98,High Value,17,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Accessories,Belt,2.6,No,Store Pickup,Credit Card,Illinois,Fall
3045,21,Female,18-30 (Young Adult),67,Medium Value,10,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Footwear,Boots,2.7,No,Free Shipping,Bank Transfer,North Carolina,Winter
3046,42,Female,31-45 (Adult),37,Low Value,4,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Clothing,Socks,4.6,No,2-Day Shipping,PayPal,Florida,Winter
3047,60,Female,46-60 (Middle-Aged),49,Medium Value,25,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Footwear,Shoes,3.2,No,Store Pickup,Cash,Pennsylvania,Spring
3048,21,Female,18-30 (Young Adult),74,Medium Value,3,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Footwear,Sneakers,4.1,No,2-Day Shipping,PayPal,Vermont,Fall
3049,69,Female,61-70 (Senior),93,High Value,47,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Accessories,Jewelry,3.9,No,Standard,Venmo,Colorado,Summer
3050,40,Female,31-45 (Adult),60,Medium Value,41,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Accessories,Handbag,3.0,No,Next Day Air,Bank Transfer,Utah,Summer
3051,31,Female,31-45 (Adult),76,High Value,28,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Outerwear,Coat,3.6,No,Standard,Venmo,Kentucky,Spring
3052,44,Female,31-45 (Adult),64,Medium Value,49,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Accessories,Sunglasses,4.6,No,Express,Debit Card,Wyoming,Summer
3053,48,Female,46-60 (Middle-Aged),38,Low Value,7,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Footwear,Shoes,4.5,No,Store Pickup,Bank Transfer,Maine,Spring
3054,32,Female,31-45 (Adult),91,High Value,22,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Footwear,Shoes,3.2,No,Next Day Air,Bank Transfer,Maine,Winter
3055,42,Female,31-45 (Adult),70,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Footwear,Boots,4.9,No,2-Day Shipping,Venmo,New Hampshire,Summer
3056,27,Female,18-30 (Young Adult),22,Low Value,5,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Footwear,Sandals,5.0,No,Standard,Debit Card,Kansas,Fall
3057,69,Female,61-70 (Senior),59,Medium Value,15,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Gloves,3.8,No,Standard,Cash,New Jersey,Spring
3058,67,Female,61-70 (Senior),22,Low Value,26,Medium Engagement,Low Value - Medium Engagement,No,Weekly,7,Accessories,Backpack,3.4,No,Next Day Air,Bank Transfer,North Carolina,Spring
3059,41,Female,31-45 (Adult),74,Medium Value,3,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Handbag,3.8,No,Store Pickup,Bank Transfer,West Virginia,Winter
3060,46,Female,46-60 (Middle-Aged),71,Medium Value,42,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,Sweater,3.2,No,Express,Credit Card,Kentucky,Spring
3061,47,Female,46-60 (Middle-Aged),80,High Value,1,Low Engagement,High Value - Low Engagement,No,Monthly,30,Outerwear,Coat,4.7,No,Store Pickup,Venmo,California,Summer
3062,33,Female,31-45 (Adult),59,Medium Value,20,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,T-shirt,4.5,No,Express,PayPal,South Dakota,Fall
3063,51,Female,46-60 (Middle-Aged),96,High Value,39,High Engagement,High Value - High Engagement,No,Monthly,30,Accessories,Backpack,3.3,No,Standard,PayPal,California,Fall
3064,26,Female,18-30 (Young Adult),43,Medium Value,24,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,3.9,No,Store Pickup,Credit Card,Connecticut,Winter
3065,22,Female,18-30 (Young Adult),76,High Value,49,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Belt,3.6,No,Express,Bank Transfer,Idaho,Winter
3066,49,Female,46-60 (Middle-Aged),59,Medium Value,7,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Outerwear,Jacket,2.8,No,Store Pickup,Venmo,North Dakota,Fall
3067,58,Female,46-60 (Middle-Aged),48,Medium Value,13,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Clothing,Skirt,4.3,No,Free Shipping,Venmo,Michigan,Summer
3068,70,Female,61-70 (Senior),22,Low Value,2,Low Engagement,Low Value - Low Engagement,No,Weekly,7,Accessories,Belt,3.5,No,Free Shipping,Cash,Missouri,Spring
3069,32,Female,31-45 (Adult),40,Medium Value,4,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Footwear,Boots,4.2,No,Express,Debit Card,California,Winter
3070,62,Female,61-70 (Senior),73,Medium Value,17,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Jeans,4.6,No,Express,Debit Card,Delaware,Spring
3071,52,Female,46-60 (Middle-Aged),26,Low Value,43,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Footwear,Shoes,2.6,No,Free Shipping,PayPal,Alabama,Fall
3072,23,Female,18-30 (Young Adult),41,Medium Value,6,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Clothing,Sweater,3.4,No,Next Day Air,PayPal,New Hampshire,Spring
3073,26,Female,18-30 (Young Adult),98,High Value,46,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Jewelry,3.1,No,Standard,PayPal,New York,Spring
3074,58,Female,46-60 (Middle-Aged),63,Medium Value,7,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Shirt,3.6,No,Free Shipping,Debit Card,Oregon,Winter
3075,26,Female,18-30 (Young Adult),55,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Boots,4.2,No,Next Day Air,Debit Card,Massachusetts,Winter
3076,54,Female,46-60 (Middle-Aged),90,High Value,21,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Shorts,3.6,No,Standard,PayPal,Utah,Winter
3077,66,Female,61-70 (Senior),46,Medium Value,13,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Handbag,3.6,No,Express,Venmo,New Hampshire,Summer
3078,60,Female,46-60 (Middle-Aged),88,High Value,33,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Sweater,3.0,No,Store Pickup,Debit Card,Illinois,Spring
3079,32,Female,31-45 (Adult),95,High Value,24,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Belt,2.5,No,2-Day Shipping,Bank Transfer,Alaska,Spring
3080,48,Female,46-60 (Middle-Aged),31,Low Value,4,Low Engagement,Low Value - Low Engagement,No,Annually,365,Accessories,Belt,4.0,No,Store Pickup,Bank Transfer,Wyoming,Fall
3081,69,Female,61-70 (Senior),42,Medium Value,5,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Hoodie,4.1,No,Next Day Air,Cash,Colorado,Spring
3082,64,Female,61-70 (Senior),44,Medium Value,11,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Footwear,Sneakers,4.9,No,Next Day Air,Credit Card,Vermont,Winter
3083,56,Female,46-60 (Middle-Aged),99,High Value,20,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,T-shirt,4.0,No,Next Day Air,Bank Transfer,Utah,Spring
3084,22,Female,18-30 (Young Adult),20,Low Value,28,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,Pants,3.5,No,Store Pickup,PayPal,Illinois,Summer
3085,46,Female,46-60 (Middle-Aged),37,Low Value,43,High Engagement,Low Value - High Engagement,No,Monthly,30,Accessories,Scarf,3.2,No,Store Pickup,PayPal,Idaho,Spring
3086,24,Female,18-30 (Young Adult),50,Medium Value,10,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Clothing,Sweater,2.8,No,Store Pickup,Venmo,Nevada,Winter
3087,47,Female,46-60 (Middle-Aged),73,Medium Value,26,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Handbag,3.5,No,Next Day Air,Venmo,Utah,Summer
3088,62,Female,61-70 (Senior),84,High Value,29,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Clothing,Shirt,3.1,No,Free Shipping,Bank Transfer,North Carolina,Spring
3089,34,Female,31-45 (Adult),64,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Dress,3.3,No,Store Pickup,Bank Transfer,Arkansas,Spring
3090,50,Female,46-60 (Middle-Aged),21,Low Value,23,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Sandals,4.6,No,Free Shipping,Cash,North Carolina,Fall
3091,29,Female,18-30 (Young Adult),36,Low Value,15,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Clothing,Shirt,4.9,No,Store Pickup,Bank Transfer,Texas,Summer
3092,68,Female,61-70 (Senior),81,High Value,46,High Engagement,High Value - High Engagement,No,Annually,365,Clothing,Dress,3.4,No,2-Day Shipping,Credit Card,Nevada,Winter
3093,52,Female,46-60 (Middle-Aged),54,Medium Value,14,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,3.5,No,Next Day Air,Bank Transfer,Utah,Fall
3094,29,Female,18-30 (Young Adult),63,Medium Value,17,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Socks,4.8,No,Store Pickup,Cash,Pennsylvania,Summer
3095,22,Female,18-30 (Young Adult),59,Medium Value,9,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Footwear,Sandals,2.7,No,Store Pickup,Cash,Georgia,Summer
3096,62,Female,61-70 (Senior),53,Medium Value,13,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Hat,3.4,No,Standard,Venmo,Minnesota,Fall
3097,69,Female,61-70 (Senior),63,Medium Value,20,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Clothing,Shirt,3.5,No,Next Day Air,Bank Transfer,Kansas,Winter
3098,48,Female,46-60 (Middle-Aged),33,Low Value,39,High Engagement,Low Value - High Engagement,No,Quarterly,90,Footwear,Shoes,3.7,No,Free Shipping,Bank Transfer,Delaware,Fall
3099,66,Female,61-70 (Senior),64,Medium Value,50,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,Pants,3.3,No,Next Day Air,Bank Transfer,New Mexico,Summer
3100,42,Female,31-45 (Adult),98,High Value,21,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Shirt,2.9,No,Free Shipping,Bank Transfer,Michigan,Fall
3101,50,Female,46-60 (Middle-Aged),85,High Value,3,Low Engagement,High Value - Low Engagement,No,Weekly,7,Accessories,Hat,3.9,No,Express,Bank Transfer,Vermont,Winter
3102,32,Female,31-45 (Adult),82,High Value,9,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Accessories,Jewelry,2.7,No,Express,PayPal,Idaho,Summer
3103,51,Female,46-60 (Middle-Aged),85,High Value,29,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Outerwear,Jacket,4.3,No,Standard,Cash,South Dakota,Summer
3104,27,Female,18-30 (Young Adult),37,Low Value,42,High Engagement,Low Value - High Engagement,No,Weekly,7,Clothing,Shirt,3.0,No,2-Day Shipping,Bank Transfer,Illinois,Winter
3105,43,Female,31-45 (Adult),56,Medium Value,41,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Clothing,Pants,5.0,No,2-Day Shipping,Debit Card,Georgia,Summer
3106,48,Female,46-60 (Middle-Aged),33,Low Value,17,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Clothing,Skirt,2.7,No,Express,Debit Card,Oregon,Fall
3107,62,Female,61-70 (Senior),57,Medium Value,20,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Footwear,Sandals,4.7,No,Next Day Air,PayPal,Alabama,Winter
3108,65,Female,61-70 (Senior),31,Low Value,18,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Blouse,4.6,No,Standard,Credit Card,Hawaii,Winter
3109,50,Female,46-60 (Middle-Aged),69,Medium Value,7,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Clothing,Socks,3.2,No,2-Day Shipping,PayPal,Oregon,Fall
3110,60,Female,46-60 (Middle-Aged),92,High Value,47,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Outerwear,Jacket,4.3,No,Free Shipping,Bank Transfer,Illinois,Winter
3111,19,Female,18-30 (Young Adult),46,Medium Value,2,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.6,No,Next Day Air,Bank Transfer,Texas,Fall
3112,21,Female,18-30 (Young Adult),81,High Value,25,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Accessories,Belt,4.9,No,Free Shipping,Debit Card,Kansas,Spring
3113,19,Female,18-30 (Young Adult),97,High Value,26,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Blouse,3.8,No,Express,Venmo,Texas,Fall
3114,46,Female,46-60 (Middle-Aged),93,High Value,2,Low Engagement,High Value - Low Engagement,No,Weekly,7,Clothing,Shirt,2.6,No,Express,Debit Card,Nebraska,Summer
3115,21,Female,18-30 (Young Adult),56,Medium Value,45,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.7,No,Store Pickup,Venmo,Arkansas,Spring
3116,26,Female,18-30 (Young Adult),53,Medium Value,9,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Scarf,4.1,No,Free Shipping,Bank Transfer,South Dakota,Fall
3117,50,Female,46-60 (Middle-Aged),66,Medium Value,1,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Outerwear,Coat,3.7,No,Store Pickup,Venmo,Montana,Spring
3118,43,Female,31-45 (Adult),50,Medium Value,4,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Hoodie,3.0,No,Free Shipping,PayPal,Florida,Fall
3119,61,Female,61-70 (Senior),97,High Value,31,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Shorts,4.7,No,Standard,Debit Card,Virginia,Summer
3120,63,Female,61-70 (Senior),79,High Value,21,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Footwear,Sandals,4.7,No,2-Day Shipping,Credit Card,Louisiana,Winter
3121,46,Female,46-60 (Middle-Aged),76,High Value,32,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Shirt,4.0,No,Store Pickup,Debit Card,Louisiana,Fall
3122,63,Female,61-70 (Senior),38,Low Value,16,Medium Engagement,Low Value - Medium Engagement,No,Weekly,7,Clothing,Hoodie,2.6,No,Standard,Venmo,Louisiana,Fall
3123,23,Female,18-30 (Young Adult),45,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Socks,3.0,No,Express,Credit Card,Georgia,Fall
3124,57,Female,46-60 (Middle-Aged),77,High Value,40,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Accessories,Handbag,3.3,No,Next Day Air,Venmo,Iowa,Fall
3125,57,Female,46-60 (Middle-Aged),51,Medium Value,4,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Accessories,Jewelry,3.4,No,Standard,Cash,California,Summer
3126,33,Female,31-45 (Adult),26,Low Value,3,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Outerwear,Coat,4.0,No,Standard,Cash,Oregon,Spring
3127,57,Female,46-60 (Middle-Aged),76,High Value,28,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,2.6,No,Store Pickup,Bank Transfer,Maine,Winter
3128,55,Female,46-60 (Middle-Aged),94,High Value,43,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Gloves,3.4,No,Free Shipping,Credit Card,Louisiana,Winter
3129,65,Female,61-70 (Senior),32,Low Value,20,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Outerwear,Jacket,4.4,No,Standard,Cash,Arkansas,Fall
3130,60,Female,46-60 (Middle-Aged),20,Low Value,40,High Engagement,Low Value - High Engagement,No,Quarterly,90,Footwear,Sandals,4.7,No,Express,Venmo,Maryland,Summer
3131,52,Female,46-60 (Middle-Aged),20,Low Value,34,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,Pants,4.5,No,Store Pickup,Venmo,Vermont,Summer
3132,34,Female,31-45 (Adult),59,Medium Value,11,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Outerwear,Jacket,2.9,No,Store Pickup,Bank Transfer,North Dakota,Fall
3133,33,Female,31-45 (Adult),97,High Value,26,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Sweater,4.2,No,Express,Cash,Michigan,Summer
3134,58,Female,46-60 (Middle-Aged),68,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,T-shirt,4.1,No,Next Day Air,Cash,Arkansas,Spring
3135,35,Female,31-45 (Adult),66,Medium Value,47,High Engagement,Medium Value - High Engagement,No,Weekly,7,Footwear,Boots,4.4,No,Store Pickup,Bank Transfer,Kentucky,Spring
3136,68,Female,61-70 (Senior),85,High Value,48,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Footwear,Shoes,4.7,No,Free Shipping,Venmo,Indiana,Spring
3137,58,Female,46-60 (Middle-Aged),32,Low Value,29,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Skirt,3.1,No,Next Day Air,Cash,Minnesota,Fall
3138,34,Female,31-45 (Adult),44,Medium Value,14,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Outerwear,Coat,2.7,No,2-Day Shipping,Bank Transfer,Louisiana,Spring
3139,47,Female,46-60 (Middle-Aged),95,High Value,40,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,Blouse,4.6,No,Next Day Air,Cash,Kentucky,Fall
3140,35,Female,31-45 (Adult),85,High Value,4,Low Engagement,High Value - Low Engagement,No,Weekly,7,Accessories,Sunglasses,4.4,No,Next Day Air,Venmo,Georgia,Winter
3141,34,Female,31-45 (Adult),44,Medium Value,37,High Engagement,Medium Value - High Engagement,No,Weekly,7,Accessories,Gloves,4.6,No,Free Shipping,Bank Transfer,Alaska,Summer
3142,36,Female,31-45 (Adult),30,Low Value,47,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,4.9,No,Express,Credit Card,Mississippi,Winter
3143,23,Female,18-30 (Young Adult),21,Low Value,1,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Footwear,Sneakers,4.0,No,2-Day Shipping,Venmo,Kansas,Winter
3144,68,Female,61-70 (Senior),22,Low Value,26,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,Hoodie,2.9,No,Store Pickup,Cash,Arizona,Summer
3145,23,Female,18-30 (Young Adult),70,Medium Value,12,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Footwear,Boots,2.6,No,Free Shipping,Debit Card,Maine,Spring
3146,57,Female,46-60 (Middle-Aged),29,Low Value,16,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.6,No,Standard,PayPal,Texas,Spring
3147,21,Female,18-30 (Young Adult),83,High Value,19,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Shirt,4.9,No,Free Shipping,PayPal,Virginia,Winter
3148,45,Female,31-45 (Adult),99,High Value,21,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Clothing,Sweater,4.3,No,Express,Credit Card,North Dakota,Winter
3149,37,Female,31-45 (Adult),35,Low Value,15,Low Engagement,Low Value - Low Engagement,No,Weekly,7,Clothing,Shorts,4.3,No,Free Shipping,Venmo,West Virginia,Fall
3150,18,Female,18-30 (Young Adult),40,Medium Value,9,Low Engagement,Medium Value - Low Engagement,No,Annually,365,Accessories,Belt,4.6,No,Free Shipping,Venmo,North Carolina,Winter
3151,55,Female,46-60 (Middle-Aged),25,Low Value,7,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Clothing,Blouse,2.6,No,Express,Bank Transfer,Georgia,Spring
3152,52,Female,46-60 (Middle-Aged),64,Medium Value,47,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,T-shirt,3.1,No,2-Day Shipping,Bank Transfer,New Mexico,Fall
3153,49,Female,46-60 (Middle-Aged),90,High Value,17,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Accessories,Belt,3.1,No,Store Pickup,PayPal,North Carolina,Fall
3154,56,Female,46-60 (Middle-Aged),88,High Value,46,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Clothing,Socks,3.1,No,Next Day Air,Venmo,Alabama,Fall
3155,27,Female,18-30 (Young Adult),55,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Belt,4.4,No,Standard,Cash,Connecticut,Winter
3156,22,Female,18-30 (Young Adult),90,High Value,34,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Accessories,Handbag,4.3,No,Free Shipping,Cash,Montana,Fall
3157,18,Female,18-30 (Young Adult),50,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Clothing,Shirt,3.1,No,2-Day Shipping,Cash,Montana,Winter
3158,21,Female,18-30 (Young Adult),34,Low Value,5,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Accessories,Belt,3.1,No,Store Pickup,Debit Card,Maine,Fall
3159,30,Female,18-30 (Young Adult),77,High Value,44,High Engagement,High Value - High Engagement,No,Monthly,30,Accessories,Jewelry,4.9,No,2-Day Shipping,Credit Card,Mississippi,Winter
3160,62,Female,61-70 (Senior),89,High Value,4,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Accessories,Hat,2.9,No,Store Pickup,Bank Transfer,Louisiana,Winter
3161,28,Female,18-30 (Young Adult),87,High Value,37,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Accessories,Backpack,3.8,No,Next Day Air,Cash,Nebraska,Fall
3162,66,Female,61-70 (Senior),77,High Value,43,High Engagement,High Value - High Engagement,No,Monthly,30,Clothing,Dress,4.2,No,2-Day Shipping,Cash,Massachusetts,Winter
3163,66,Female,61-70 (Senior),85,High Value,28,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Footwear,Shoes,3.9,No,Standard,Bank Transfer,Wisconsin,Winter
3164,49,Female,46-60 (Middle-Aged),66,Medium Value,36,High Engagement,Medium Value - High Engagement,No,Monthly,30,Clothing,Pants,2.8,No,Express,Cash,Nebraska,Summer
3165,40,Female,31-45 (Adult),32,Low Value,16,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Clothing,Dress,2.6,No,Standard,Credit Card,Arizona,Winter
3166,49,Female,46-60 (Middle-Aged),92,High Value,38,High Engagement,High Value - High Engagement,No,Quarterly,90,Outerwear,Jacket,3.0,No,Store Pickup,Bank Transfer,Hawaii,Spring
3167,19,Female,18-30 (Young Adult),80,High Value,37,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Clothing,Shirt,2.7,No,Next Day Air,Bank Transfer,Georgia,Winter
3168,24,Female,18-30 (Young Adult),78,High Value,9,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Clothing,Dress,2.8,No,2-Day Shipping,Cash,Oregon,Fall
3169,31,Female,31-45 (Adult),24,Low Value,14,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Clothing,Jeans,2.9,No,2-Day Shipping,PayPal,Montana,Spring
3170,35,Female,31-45 (Adult),59,Medium Value,3,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Clothing,T-shirt,3.8,No,Free Shipping,Venmo,Georgia,Fall
3171,65,Female,61-70 (Senior),41,Medium Value,10,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,4.4,No,Express,Credit Card,Rhode Island,Spring
3172,68,Female,61-70 (Senior),26,Low Value,26,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Jewelry,3.1,No,Express,Bank Transfer,Tennessee,Spring
3173,57,Female,46-60 (Middle-Aged),52,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Socks,3.7,No,Standard,Debit Card,Missouri,Fall
3174,69,Female,61-70 (Senior),46,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Skirt,4.9,No,Next Day Air,PayPal,Washington,Summer
3175,45,Female,31-45 (Adult),52,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Clothing,Pants,3.8,No,Store Pickup,PayPal,Oklahoma,Winter
3176,35,Female,31-45 (Adult),42,Medium Value,26,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Socks,3.4,No,Store Pickup,Debit Card,Connecticut,Fall
3177,36,Female,31-45 (Adult),37,Low Value,39,High Engagement,Low Value - High Engagement,No,Monthly,30,Footwear,Sandals,4.6,No,2-Day Shipping,Credit Card,Arkansas,Spring
3178,55,Female,46-60 (Middle-Aged),52,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Accessories,Belt,3.2,No,Standard,Credit Card,Missouri,Fall
