customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,frequency_of_purchases_raw,age_group,purchase_frequency_days,customer_value_tier,engagement_tier,value_engagement_segment
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,4,Bank Transfer,Quarterly,Quarterly,61-70 (Senior),90,High Value,Low Engagement,High Value - Low Engagement
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,37,Cash,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,High Value,High Engagement,High Value - High Engagement
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,43,Cash,Monthly,Monthly,61-70 (Senior),30,High Value,High Engagement,High Value - High Engagement
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,28,Bank Transfer,Quarterly,Quarterly,61-70 (Senior),90,High Value,Medium Engagement,High Value - Medium Engagement
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,36,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,High Engagement,Medium Value - High Engagement
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,16,Credit Card,Annually,Annually,31-45 (Adult),365,Low Value,Medium Engagement,Low Value - Medium Engagement
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,38,Bank Transfer,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,High Engagement,High Value - High Engagement
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,37,Bank Transfer,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,High Value,High Engagement,High Value - High Engagement
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,9,Cash,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,High Value,Low Engagement,High Value - Low Engagement
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,14,PayPal,Bi-Weekly,Fortnightly,31-45 (Adult),14,Low Value,Low Engagement,Low Value - Low Engagement
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,3,Venmo,Weekly,Weekly,31-45 (Adult),7,Medium Value,Low Engagement,Medium Value - Low Engagement
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,10,Credit Card,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Low Engagement,Medium Value - Low Engagement
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,26,Bank Transfer,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Low Value,Medium Engagement,Low Value - Medium Engagement
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,30,Debit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,32,PayPal,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,35,PayPal,Monthly,Monthly,31-45 (Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,26,Debit Card,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,39,Credit Card,Monthly,Monthly,31-45 (Adult),30,Low Value,High Engagement,Low Value - High Engagement
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,31,Credit Card,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,28,Credit Card,Annually,Annually,61-70 (Senior),365,Low Value,Medium Engagement,Low Value - Medium Engagement
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,12,Debit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,Low Engagement,High Value - Low Engagement
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,46,PayPal,Weekly,Weekly,18-30 (Young Adult),7,High Value,High Engagement,High Value - High Engagement
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,27,PayPal,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,4,Credit Card,Annually,Annually,46-60 (Middle-Aged),365,High Value,Low Engagement,High Value - Low Engagement
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,14,Cash,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Medium Value,Low Engagement,Medium Value - Low Engagement
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,30,Venmo,Quarterly,Quarterly,61-70 (Senior),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,6,PayPal,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,Low Engagement,Medium Value - Low Engagement
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,43,Venmo,Annually,Annually,31-45 (Adult),365,High Value,High Engagement,High Value - High Engagement
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,28,Debit Card,Weekly,Weekly,61-70 (Senior),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,39,Bank Transfer,Monthly,Monthly,31-45 (Adult),30,Medium Value,High Engagement,Medium Value - High Engagement
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,30,PayPal,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,5,Credit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,High Value,Low Engagement,High Value - Low Engagement
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,42,Credit Card,Quarterly,Every 3 Months,61-70 (Senior),90,Medium Value,High Engagement,Medium Value - High Engagement
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,20,Cash,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
3194,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,No,35,Credit Card,Bi-Weekly,Fortnightly,61-70 (Senior),14,High Value,Medium Engagement,High Value - Medium Engagement
3195,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,10,Credit Card,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,36,Credit Card,Quarterly,Quarterly,61-70 (Senior),90,Medium Value,High Engagement,Medium Value - High Engagement
3197,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,21,Debit Card,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,29,Credit Card,Quarterly,Every 3 Months,18-30 (Young Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3199,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,39,Debit Card,Weekly,Weekly,61-70 (Senior),7,High Value,High Engagement,High Value - High Engagement
3200,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,No,16,PayPal,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3201,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,32,Credit Card,Monthly,Monthly,61-70 (Senior),30,Low Value,Medium Engagement,Low Value - Medium Engagement
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,34,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Low Value,Medium Engagement,Low Value - Medium Engagement
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,38,Venmo,Annually,Annually,61-70 (Senior),365,Low Value,High Engagement,Low Value - High Engagement
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,14,Venmo,Annually,Annually,61-70 (Senior),365,Low Value,Low Engagement,Low Value - Low Engagement
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,23,Debit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,Medium Engagement,High Value - Medium Engagement
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,50,Bank Transfer,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,High Engagement,Low Value - High Engagement
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,No,49,PayPal,Monthly,Monthly,31-45 (Adult),30,Medium Value,High Engagement,Medium Value - High Engagement
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,14,PayPal,Annually,Annually,61-70 (Senior),365,Low Value,Low Engagement,Low Value - Low Engagement
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,42,PayPal,Weekly,Weekly,61-70 (Senior),7,Low Value,High Engagement,Low Value - High Engagement
3210,64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Standard,No,39,Debit Card,Annually,Annually,61-70 (Senior),365,Low Value,High Engagement,Low Value - High Engagement
3211,30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,43,Venmo,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Medium Value,High Engagement,Medium Value - High Engagement
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,12,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Low Engagement,Medium Value - Low Engagement
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,21,Debit Card,Weekly,Weekly,18-30 (Young Adult),7,Low Value,Medium Engagement,Low Value - Medium Engagement
3214,27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,No,33,Credit Card,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,6,Debit Card,Annually,Annually,46-60 (Middle-Aged),365,High Value,Low Engagement,High Value - Low Engagement
3216,34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,10,PayPal,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,Low Engagement,High Value - Low Engagement
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,18,Cash,Weekly,Weekly,31-45 (Adult),7,High Value,Medium Engagement,High Value - Medium Engagement
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,No,46,Venmo,Weekly,Weekly,31-45 (Adult),7,Medium Value,High Engagement,Medium Value - High Engagement
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Express,No,49,PayPal,Monthly,Monthly,31-45 (Adult),30,Low Value,High Engagement,Low Value - High Engagement
3220,57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,39,Credit Card,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,High Engagement,Medium Value - High Engagement
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,16,Cash,Monthly,Monthly,31-45 (Adult),30,Low Value,Medium Engagement,Low Value - Medium Engagement
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,28,Cash,Annually,Annually,18-30 (Young Adult),365,High Value,Medium Engagement,High Value - Medium Engagement
3223,45,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,22,PayPal,Quarterly,Quarterly,31-45 (Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
3224,68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,Standard,No,36,Venmo,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Medium Value,High Engagement,Medium Value - High Engagement
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,18,PayPal,Monthly,Monthly,31-45 (Adult),30,High Value,Medium Engagement,High Value - Medium Engagement
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,31,Credit Card,Weekly,Weekly,46-60 (Middle-Aged),7,High Value,Medium Engagement,High Value - Medium Engagement
3227,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,38,Bank Transfer,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,High Engagement,Medium Value - High Engagement
3228,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,42,Debit Card,Quarterly,Quarterly,18-30 (Young Adult),90,Medium Value,High Engagement,Medium Value - High Engagement
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,27,PayPal,Annually,Annually,31-45 (Adult),365,High Value,Medium Engagement,High Value - Medium Engagement
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,24,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3231,49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,38,Debit Card,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,High Engagement,Medium Value - High Engagement
3232,62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,9,Credit Card,Annually,Annually,61-70 (Senior),365,High Value,Low Engagement,High Value - Low Engagement
3233,45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,19,Bank Transfer,Monthly,Monthly,31-45 (Adult),30,Low Value,Medium Engagement,Low Value - Medium Engagement
3234,45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,11,Debit Card,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,16,Debit Card,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
3236,27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,18,Venmo,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3237,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,8,Cash,Monthly,Monthly,61-70 (Senior),30,High Value,Low Engagement,High Value - Low Engagement
3238,61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Express,No,4,Cash,Weekly,Weekly,61-70 (Senior),7,Medium Value,Low Engagement,Medium Value - Low Engagement
3239,25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,37,Cash,Quarterly,Quarterly,18-30 (Young Adult),90,High Value,High Engagement,High Value - High Engagement
3240,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,30,Cash,Monthly,Monthly,31-45 (Adult),30,Low Value,Medium Engagement,Low Value - Medium Engagement
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,37,Bank Transfer,Monthly,Monthly,46-60 (Middle-Aged),30,Low Value,High Engagement,Low Value - High Engagement
3242,50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,30,PayPal,Quarterly,Quarterly,46-60 (Middle-Aged),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3243,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,17,Venmo,Weekly,Weekly,31-45 (Adult),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3244,45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,11,Bank Transfer,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,Low Engagement,High Value - Low Engagement
3245,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,42,Credit Card,Annually,Annually,61-70 (Senior),365,High Value,High Engagement,High Value - High Engagement
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,20,Cash,Weekly,Weekly,61-70 (Senior),7,High Value,Medium Engagement,High Value - Medium Engagement
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,37,Cash,Monthly,Monthly,61-70 (Senior),30,High Value,High Engagement,High Value - High Engagement
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Express,No,12,PayPal,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,High Value,Low Engagement,High Value - Low Engagement
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,41,Bank Transfer,Quarterly,Quarterly,18-30 (Young Adult),90,High Value,High Engagement,High Value - High Engagement
3250,26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Express,No,32,Credit Card,Quarterly,Quarterly,18-30 (Young Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
3251,23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,15,Venmo,Weekly,Weekly,18-30 (Young Adult),7,High Value,Low Engagement,High Value - Low Engagement
3252,25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Standard,No,39,Venmo,Quarterly,Quarterly,18-30 (Young Adult),90,Low Value,High Engagement,Low Value - High Engagement
3253,69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,48,Credit Card,Bi-Weekly,Fortnightly,61-70 (Senior),14,Low Value,High Engagement,Low Value - High Engagement
3254,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,8,Venmo,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
3255,21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,11,Bank Transfer,Quarterly,Every 3 Months,18-30 (Young Adult),90,Low Value,Low Engagement,Low Value - Low Engagement
3256,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,36,Bank Transfer,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,High Engagement,Medium Value - High Engagement
3257,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,50,Venmo,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Low Value,High Engagement,Low Value - High Engagement
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,39,Venmo,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,High Engagement,High Value - High Engagement
3259,31,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Express,No,11,Credit Card,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
3260,57,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,5,Debit Card,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,Low Engagement,High Value - Low Engagement
3261,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,7,Credit Card,Annually,Annually,31-45 (Adult),365,Low Value,Low Engagement,Low Value - Low Engagement
3262,48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,50,Debit Card,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,High Engagement,Medium Value - High Engagement
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,21,Cash,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,Medium Engagement,Low Value - Medium Engagement
3264,56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,No,31,Debit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3265,28,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,Express,No,39,Cash,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Medium Value,High Engagement,Medium Value - High Engagement
3266,40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,No,28,Credit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
3267,49,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,33,Bank Transfer,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3268,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,42,Credit Card,Quarterly,Quarterly,31-45 (Adult),90,Medium Value,High Engagement,Medium Value - High Engagement
3269,22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,5,Bank Transfer,Quarterly,Every 3 Months,18-30 (Young Adult),90,High Value,Low Engagement,High Value - Low Engagement
3270,27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,25,Cash,Monthly,Monthly,18-30 (Young Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3271,59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,48,PayPal,Annually,Annually,46-60 (Middle-Aged),365,Low Value,High Engagement,Low Value - High Engagement
3272,35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,30,Credit Card,Weekly,Weekly,31-45 (Adult),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,34,PayPal,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
3274,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,34,PayPal,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,14,Cash,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Low Value,Low Engagement,Low Value - Low Engagement
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,2,Debit Card,Weekly,Weekly,31-45 (Adult),7,High Value,Low Engagement,High Value - Low Engagement
3277,39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,41,PayPal,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,High Engagement,High Value - High Engagement
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,3,Credit Card,Monthly,Monthly,46-60 (Middle-Aged),30,High Value,Low Engagement,High Value - Low Engagement
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,18,Bank Transfer,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,No,1,Debit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
3281,45,Female,Handbag,Accessories,57,New York,L,Red,Winter,2.7,No,Next Day Air,No,5,PayPal,Monthly,Monthly,31-45 (Adult),30,Medium Value,Low Engagement,Medium Value - Low Engagement
3282,27,Female,Pants,Clothing,69,Oregon,L,Gold,Winter,3.1,No,Free Shipping,No,41,Bank Transfer,Annually,Annually,18-30 (Young Adult),365,Medium Value,High Engagement,Medium Value - High Engagement
3283,24,Female,T-shirt,Clothing,94,California,M,Red,Fall,4.8,No,Next Day Air,No,5,Credit Card,Monthly,Monthly,18-30 (Young Adult),30,High Value,Low Engagement,High Value - Low Engagement
3284,47,Female,Jacket,Outerwear,24,North Carolina,L,Purple,Spring,2.9,No,Express,No,10,Debit Card,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Low Value,Low Engagement,Low Value - Low Engagement
3285,70,Female,Scarf,Accessories,79,Kentucky,L,White,Spring,4.5,No,2-Day Shipping,No,20,Venmo,Annually,Annually,61-70 (Senior),365,High Value,Medium Engagement,High Value - Medium Engagement
3286,58,Female,Hat,Accessories,31,Hawaii,XL,Magenta,Fall,4.6,No,Free Shipping,No,11,Cash,Weekly,Weekly,46-60 (Middle-Aged),7,Low Value,Low Engagement,Low Value - Low Engagement
3287,45,Female,Jacket,Outerwear,67,Illinois,L,Pink,Winter,5.0,No,Express,No,4,Venmo,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,Low Engagement,Medium Value - Low Engagement
3288,24,Female,Skirt,Clothing,63,West Virginia,L,Black,Spring,4.3,No,2-Day Shipping,No,38,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,Medium Value,High Engagement,Medium Value - High Engagement
3289,67,Female,Handbag,Accessories,61,South Carolina,XL,White,Spring,4.9,No,Next Day Air,No,19,Credit Card,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
